,id,name,type,capital,population,citizens,nr_quartiers,quartiers,net_production_burg,area_requirements_burg
305,306,Psychre,Generic,0,8821,"{'Farmer': 7057, 'Fisherman': 441, 'Hunter': 441, 'Craftsman': 441, 'Tradesman': 441, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",8,"{'Farmer': 8, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 8.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 8821, 'Farmland_to_Feed_Burg_ha_Max': 17642, 'Urban_Area_Burg_ha_Min': 22, 'Urban_Area_Burg_ha_Max': 44}"
306,307,Cyzantibeth,Generic,0,12880,"{'Farmer': 8960, 'Fisherman': 560, 'Hunter': 560, 'Craftsman': 1120, 'Tradesman': 560, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1120}",13,"{'Farmer': 11, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 1, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1}","{'Net_Food': 9.0, 'Net_Gold': -0.25}","{'Farmland_to_Feed_Burg_ha_Min': 12880, 'Farmland_to_Feed_Burg_ha_Max': 25760, 'Urban_Area_Burg_ha_Min': 32, 'Urban_Area_Burg_ha_Max': 64}"
307,308,Paphapon,Hunting,0,997,"{'Farmer': 725, 'Fisherman': 45, 'Hunter': 136, 'Craftsman': 45, 'Tradesman': 45, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 997, 'Farmland_to_Feed_Burg_ha_Max': 1994, 'Urban_Area_Burg_ha_Min': 2, 'Urban_Area_Burg_ha_Max': 5}"
308,309,Ailerbolz,Hunting,0,5589,"{'Farmer': 4065, 'Fisherman': 254, 'Hunter': 762, 'Craftsman': 254, 'Tradesman': 254, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",5,"{'Farmer': 5, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 5.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5589, 'Farmland_to_Feed_Burg_ha_Max': 11178, 'Urban_Area_Burg_ha_Min': 14, 'Urban_Area_Burg_ha_Max': 28}"
309,310,Kapflochzar,Hunting,0,5299,"{'Farmer': 3854, 'Fisherman': 241, 'Hunter': 723, 'Craftsman': 241, 'Tradesman': 241, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5299, 'Farmland_to_Feed_Burg_ha_Max': 10598, 'Urban_Area_Burg_ha_Min': 13, 'Urban_Area_Burg_ha_Max': 26}"
310,311,Pohja,Generic,0,10984,"{'Farmer': 8787, 'Fisherman': 549, 'Hunter': 549, 'Craftsman': 549, 'Tradesman': 549, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",10,"{'Farmer': 10, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 10.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 10984, 'Farmland_to_Feed_Burg_ha_Max': 21968, 'Urban_Area_Burg_ha_Min': 27, 'Urban_Area_Burg_ha_Max': 55}"
311,312,Caqugusen,Generic,0,6632,"{'Farmer': 5306, 'Fisherman': 332, 'Hunter': 332, 'Craftsman': 332, 'Tradesman': 332, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",6,"{'Farmer': 6, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 6.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 6632, 'Farmland_to_Feed_Burg_ha_Max': 13264, 'Urban_Area_Burg_ha_Min': 17, 'Urban_Area_Burg_ha_Max': 33}"
312,313,Bareshahr,Generic,0,7355,"{'Farmer': 5884, 'Fisherman': 368, 'Hunter': 368, 'Craftsman': 368, 'Tradesman': 368, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7355, 'Farmland_to_Feed_Burg_ha_Max': 14710, 'Urban_Area_Burg_ha_Min': 18, 'Urban_Area_Burg_ha_Max': 37}"
313,314,Jowslamshad,Generic,0,957,"{'Farmer': 666, 'Fisherman': 42, 'Hunter': 42, 'Craftsman': 83, 'Tradesman': 42, 'Churchman': 0, 'Clerk': 0, 'Soldier': 83}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 957, 'Farmland_to_Feed_Burg_ha_Max': 1914, 'Urban_Area_Burg_ha_Min': 2, 'Urban_Area_Burg_ha_Max': 5}"
314,315,Haqansar,Generic,0,5190,"{'Farmer': 4152, 'Fisherman': 260, 'Hunter': 260, 'Craftsman': 260, 'Tradesman': 260, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",5,"{'Farmer': 5, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 5.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5190, 'Farmland_to_Feed_Burg_ha_Max': 10380, 'Urban_Area_Burg_ha_Min': 13, 'Urban_Area_Burg_ha_Max': 26}"
315,316,Kokkalija,Hunting,0,1740,"{'Farmer': 1265, 'Fisherman': 79, 'Hunter': 237, 'Craftsman': 79, 'Tradesman': 79, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1740, 'Farmland_to_Feed_Burg_ha_Max': 3480, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 9}"
316,317,Ayehtarok,Lake,0,1677,"{'Farmer': 1342, 'Fisherman': 84, 'Hunter': 84, 'Craftsman': 84, 'Tradesman': 84, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1677, 'Farmland_to_Feed_Burg_ha_Max': 3354, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
317,318,Rheingendorf,Generic,0,14224,"{'Farmer': 11379, 'Fisherman': 711, 'Hunter': 711, 'Craftsman': 711, 'Tradesman': 711, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",14,"{'Farmer': 14, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 14.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 14224, 'Farmland_to_Feed_Burg_ha_Max': 28448, 'Urban_Area_Burg_ha_Min': 36, 'Urban_Area_Burg_ha_Max': 71}"
318,319,Liganorum,Lake,0,4052,"{'Farmer': 3242, 'Fisherman': 203, 'Hunter': 203, 'Craftsman': 203, 'Tradesman': 203, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4052, 'Farmland_to_Feed_Burg_ha_Max': 8104, 'Urban_Area_Burg_ha_Min': 10, 'Urban_Area_Burg_ha_Max': 20}"
319,320,Thupaktos,Generic,0,12445,"{'Farmer': 9956, 'Fisherman': 622, 'Hunter': 622, 'Craftsman': 622, 'Tradesman': 622, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",12,"{'Farmer': 12, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 12.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 12445, 'Farmland_to_Feed_Burg_ha_Max': 24890, 'Urban_Area_Burg_ha_Min': 31, 'Urban_Area_Burg_ha_Max': 62}"
320,321,Sesia,Hunting,0,1661,"{'Farmer': 1208, 'Fisherman': 76, 'Hunter': 226, 'Craftsman': 76, 'Tradesman': 76, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1661, 'Farmland_to_Feed_Burg_ha_Max': 3322, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
321,322,Pewald,Hunting,0,1166,"{'Farmer': 848, 'Fisherman': 53, 'Hunter': 159, 'Craftsman': 53, 'Tradesman': 53, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1166, 'Farmland_to_Feed_Burg_ha_Max': 2332, 'Urban_Area_Burg_ha_Min': 3, 'Urban_Area_Burg_ha_Max': 6}"
322,323,Surira,Generic,0,9268,"{'Farmer': 7414, 'Fisherman': 463, 'Hunter': 463, 'Craftsman': 463, 'Tradesman': 463, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",9,"{'Farmer': 9, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 9.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 9268, 'Farmland_to_Feed_Burg_ha_Max': 18536, 'Urban_Area_Burg_ha_Min': 23, 'Urban_Area_Burg_ha_Max': 46}"
323,324,Inaralas,Lake,0,11191,"{'Farmer': 8953, 'Fisherman': 560, 'Hunter': 560, 'Craftsman': 560, 'Tradesman': 560, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",11,"{'Farmer': 11, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 11.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 11191, 'Farmland_to_Feed_Burg_ha_Max': 22382, 'Urban_Area_Burg_ha_Min': 28, 'Urban_Area_Burg_ha_Max': 56}"
324,325,Berghaupen,Hunting,0,1769,"{'Farmer': 1287, 'Fisherman': 80, 'Hunter': 241, 'Craftsman': 80, 'Tradesman': 80, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1769, 'Farmland_to_Feed_Burg_ha_Max': 3538, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 9}"
325,326,Imbla,Hunting,0,999,"{'Farmer': 727, 'Fisherman': 45, 'Hunter': 136, 'Craftsman': 45, 'Tradesman': 45, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 999, 'Farmland_to_Feed_Burg_ha_Max': 1998, 'Urban_Area_Burg_ha_Min': 2, 'Urban_Area_Burg_ha_Max': 5}"
326,327,Open,Generic,0,9562,"{'Farmer': 7650, 'Fisherman': 478, 'Hunter': 478, 'Craftsman': 478, 'Tradesman': 478, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",9,"{'Farmer': 9, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 9.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 9562, 'Farmland_to_Feed_Burg_ha_Max': 19124, 'Urban_Area_Burg_ha_Min': 24, 'Urban_Area_Burg_ha_Max': 48}"
327,328,Varjoles,Generic,0,16388,"{'Farmer': 13110, 'Fisherman': 819, 'Hunter': 819, 'Craftsman': 819, 'Tradesman': 819, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",20,"{'Farmer': 16, 'Fisherman': 1, 'Hunter': 1, 'Craftsman': 1, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 16.5, 'Net_Gold': 2.25}","{'Farmland_to_Feed_Burg_ha_Min': 16388, 'Farmland_to_Feed_Burg_ha_Max': 32776, 'Urban_Area_Burg_ha_Min': 41, 'Urban_Area_Burg_ha_Max': 82}"
328,329,Rickenweise,Generic,0,8043,"{'Farmer': 6434, 'Fisherman': 402, 'Hunter': 402, 'Craftsman': 402, 'Tradesman': 402, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",8,"{'Farmer': 8, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 8.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 8043, 'Farmland_to_Feed_Burg_ha_Max': 16086, 'Urban_Area_Burg_ha_Min': 20, 'Urban_Area_Burg_ha_Max': 40}"
329,330,Konar,Generic,0,11142,"{'Farmer': 8914, 'Fisherman': 557, 'Hunter': 557, 'Craftsman': 557, 'Tradesman': 557, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",11,"{'Farmer': 11, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 11.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 11142, 'Farmland_to_Feed_Burg_ha_Max': 22284, 'Urban_Area_Burg_ha_Min': 28, 'Urban_Area_Burg_ha_Max': 56}"
330,331,Kauni,Hunting,0,3935,"{'Farmer': 2518, 'Fisherman': 157, 'Hunter': 472, 'Craftsman': 315, 'Tradesman': 157, 'Churchman': 0, 'Clerk': 0, 'Soldier': 315}",3,"{'Farmer': 3, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 3.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 3935, 'Farmland_to_Feed_Burg_ha_Max': 7870, 'Urban_Area_Burg_ha_Min': 10, 'Urban_Area_Burg_ha_Max': 20}"
331,332,Siunda,Generic,0,3468,"{'Farmer': 2774, 'Fisherman': 173, 'Hunter': 173, 'Craftsman': 173, 'Tradesman': 173, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",3,"{'Farmer': 3, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 3.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 3468, 'Farmland_to_Feed_Burg_ha_Max': 6936, 'Urban_Area_Burg_ha_Min': 9, 'Urban_Area_Burg_ha_Max': 17}"
332,333,Gerantesium,Generic,0,3537,"{'Farmer': 2830, 'Fisherman': 177, 'Hunter': 177, 'Craftsman': 177, 'Tradesman': 177, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",3,"{'Farmer': 3, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 3.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 3537, 'Farmland_to_Feed_Burg_ha_Max': 7074, 'Urban_Area_Burg_ha_Min': 9, 'Urban_Area_Burg_ha_Max': 18}"
333,334,Ampha,Hunting,0,1591,"{'Farmer': 1157, 'Fisherman': 72, 'Hunter': 217, 'Craftsman': 72, 'Tradesman': 72, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1591, 'Farmland_to_Feed_Burg_ha_Max': 3182, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
334,335,Lekros,Hunting,0,1006,"{'Farmer': 732, 'Fisherman': 46, 'Hunter': 137, 'Craftsman': 46, 'Tradesman': 46, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1006, 'Farmland_to_Feed_Burg_ha_Max': 2012, 'Urban_Area_Burg_ha_Min': 3, 'Urban_Area_Burg_ha_Max': 5}"
335,336,Asham,Naval,0,1827,"{'Farmer': 914, 'Fisherman': 533, 'Hunter': 76, 'Craftsman': 76, 'Tradesman': 228, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1827, 'Farmland_to_Feed_Burg_ha_Max': 3654, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 9}"
336,337,Echeh,Generic,0,691,"{'Farmer': 553, 'Fisherman': 35, 'Hunter': 35, 'Craftsman': 35, 'Tradesman': 35, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 691, 'Farmland_to_Feed_Burg_ha_Max': 1382, 'Urban_Area_Burg_ha_Min': 2, 'Urban_Area_Burg_ha_Max': 3}"
337,338,Namolpaqers,Highland,0,668,"{'Farmer': 520, 'Fisherman': 37, 'Hunter': 37, 'Craftsman': 37, 'Tradesman': 37, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 668, 'Farmland_to_Feed_Burg_ha_Max': 1336, 'Urban_Area_Burg_ha_Min': 2, 'Urban_Area_Burg_ha_Max': 3}"
338,339,Torvi,Generic,0,2322,"{'Farmer': 1858, 'Fisherman': 116, 'Hunter': 116, 'Craftsman': 116, 'Tradesman': 116, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2322, 'Farmland_to_Feed_Burg_ha_Max': 4644, 'Urban_Area_Burg_ha_Min': 6, 'Urban_Area_Burg_ha_Max': 12}"
339,340,Zalejankala,Generic,0,4413,"{'Farmer': 3530, 'Fisherman': 221, 'Hunter': 221, 'Craftsman': 221, 'Tradesman': 221, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4413, 'Farmland_to_Feed_Burg_ha_Max': 8826, 'Urban_Area_Burg_ha_Min': 11, 'Urban_Area_Burg_ha_Max': 22}"
340,341,Adnicrem,Lake,0,4218,"{'Farmer': 3374, 'Fisherman': 211, 'Hunter': 211, 'Craftsman': 211, 'Tradesman': 211, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4218, 'Farmland_to_Feed_Burg_ha_Max': 8436, 'Urban_Area_Burg_ha_Min': 11, 'Urban_Area_Burg_ha_Max': 21}"
341,342,Nuorvi,Hunting,0,1791,"{'Farmer': 1303, 'Fisherman': 81, 'Hunter': 244, 'Craftsman': 81, 'Tradesman': 81, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1791, 'Farmland_to_Feed_Burg_ha_Max': 3582, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 9}"
342,343,Cysatissos,Hunting,0,1094,"{'Farmer': 796, 'Fisherman': 50, 'Hunter': 149, 'Craftsman': 50, 'Tradesman': 50, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1094, 'Farmland_to_Feed_Burg_ha_Max': 2188, 'Urban_Area_Burg_ha_Min': 3, 'Urban_Area_Burg_ha_Max': 5}"
343,344,Arezvanshan,Generic,0,3553,"{'Farmer': 2842, 'Fisherman': 178, 'Hunter': 178, 'Craftsman': 178, 'Tradesman': 178, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",3,"{'Farmer': 3, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 3.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 3553, 'Farmland_to_Feed_Burg_ha_Max': 7106, 'Urban_Area_Burg_ha_Min': 9, 'Urban_Area_Burg_ha_Max': 18}"
344,345,Varveshahr,Generic,0,12799,"{'Farmer': 10239, 'Fisherman': 640, 'Hunter': 640, 'Craftsman': 640, 'Tradesman': 640, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",12,"{'Farmer': 12, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 12.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 12799, 'Farmland_to_Feed_Burg_ha_Max': 25598, 'Urban_Area_Burg_ha_Min': 32, 'Urban_Area_Burg_ha_Max': 64}"
345,346,Lohlai,Generic,0,9458,"{'Farmer': 7566, 'Fisherman': 473, 'Hunter': 473, 'Craftsman': 473, 'Tradesman': 473, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",9,"{'Farmer': 9, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 9.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 9458, 'Farmland_to_Feed_Burg_ha_Max': 18916, 'Urban_Area_Burg_ha_Min': 24, 'Urban_Area_Burg_ha_Max': 47}"
346,347,Kyltalahra,Hunting,0,4721,"{'Farmer': 3433, 'Fisherman': 215, 'Hunter': 644, 'Craftsman': 215, 'Tradesman': 215, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4721, 'Farmland_to_Feed_Burg_ha_Max': 9442, 'Urban_Area_Burg_ha_Min': 12, 'Urban_Area_Burg_ha_Max': 24}"
347,348,Kalajavo,Generic,0,701,"{'Farmer': 561, 'Fisherman': 35, 'Hunter': 35, 'Craftsman': 35, 'Tradesman': 35, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 701, 'Farmland_to_Feed_Burg_ha_Max': 1402, 'Urban_Area_Burg_ha_Min': 2, 'Urban_Area_Burg_ha_Max': 4}"
